bigbang,boyorgrl,childs,chldidel,class,conarmy,conbiz,conchurh,concong,concourt,condrift,conschls,divorce,earthsun,electron,evolved,finalter,god,grass,gunlaw,helpoth,hlthdays,homosex1,hotcore,id,intecon,intintl,inttech,makefrnd,mntlhlth,obey,othersex,othlang,owngun,popular,racwork,radioact,rank,realinc,realrinc,relpersn,rowngun,satfin,sexeduc,sexornt,socbar,socfrend,socommun,socrel,solarrev,sprtprsn,thnkself,trustsci,viruses,workhard,xmarsex1,year
0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,5,2,0,3,5,0,0,583,0,0,0,0,8,4,0,1,2,1,2,0,3,20430,20430,3,0,2,0,3,0,0,0,0,0,4,2,0,0,5,0,2018
0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,3,5,1,1,2,0,0,0,585,0,0,0,0,30,5,0,2,2,4,1,0,5,37455,3405,3,0,2,0,3,0,0,0,0,0,2,3,0,0,1,0,2018
0,0,3,3,2,0,3,2,3,2,0,3,0,1,2,0,1,6,0,1,0,0,0,1,589,1,2,1,2,25,0,0,2,2,0,2,2,5,45400,24970,1,0,3,1,3,5,4,2,3,3,1,0,2,1,0,1,2018
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,3,6,1,1,3,0,0,0,592,0,0,0,0,0,1,2,2,2,5,3,0,1,10782.5,10782.5,1,0,3,0,3,0,0,0,0,0,1,4,0,0,2,0,2018
0,0,3,0,2,1,0,0,0,0,0,0,2,0,0,0,1,6,2,1,3,0,0,0,594,0,0,0,0,0,4,0,2,2,5,5,0,6,30645,2043,1,0,3,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
1,2,1,3,2,0,3,2,3,4,1,4,0,2,1,1,3,6,0,1,0,0,1,1,597,3,3,3,3,0,0,0,1,1,0,1,1,5,20430,12485,3,1,1,2,3,4,2,1,1,0,3,0,3,1,0,1,2018
0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,3,6,2,0,2,0,0,0,598,0,0,0,0,0,4,0,2,1,5,0,0,0,119879.41732,72640,1,1,1,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
1,2,0,2,2,0,3,3,4,3,1,2,0,1,1,1,3,6,0,1,0,0,4,1,604,2,1,1,2,0,0,0,1,1,0,0,2,7,4086,227,2,1,3,1,3,4,4,4,5,3,2,0,3,1,0,1,2018
0,0,2,2,2,0,5,2,3,3,1,3,0,1,0,1,3,5,0,0,0,0,4,0,606,1,2,3,1,0,0,0,1,2,0,0,1,8,17025,1589,3,0,3,1,3,6,4,2,1,1,2,0,3,1,0,1,2018
0,1,3,3,2,0,2,2,2,2,1,2,1,2,1,0,1,5,0,1,0,0,4,1,608,1,1,2,2,0,0,0,1,2,0,2,1,0,30645,8512.5,2,0,1,1,3,4,4,7,2,0,2,0,2,1,0,1,2018
1,2,2,3,2,0,4,3,4,3,1,3,0,0,1,2,3,6,0,1,0,0,4,0,613,1,2,2,2,0,0,0,1,1,0,2,1,4,54480,24970,2,2,3,1,3,7,7,7,4,0,4,0,3,1,0,1,2018
0,1,3,3,2,0,2,1,4,3,0,3,0,2,1,0,2,6,0,1,0,0,1,0,622,1,2,1,1,2,0,0,2,2,0,4,1,6,54480,7377.5,2,0,3,1,3,6,4,7,4,0,1,0,4,1,0,1,2018
0,1,2,2,1,0,4,3,3,2,1,4,2,1,0,0,1,6,0,1,0,7,1,1,624,1,2,2,2,0,0,0,1,2,0,4,2,7,37455,30645,1,0,1,1,3,7,2,1,1,3,1,0,1,1,0,1,2018
0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,0,0,0,626,0,0,0,0,0,5,0,2,2,4,3,0,5,54480,45400,4,0,3,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,0,0,0,628,0,0,0,0,7,4,0,2,2,5,2,0,5,17025,17025,4,0,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,0,0,0,633,0,0,0,0,0,1,0,2,1,5,3,0,3,17025,17025,1,1,2,0,1,0,0,0,0,0,1,3,0,0,4,0,2018
0,1,3,4,3,0,3,2,3,2,2,3,0,2,1,0,3,6,0,1,0,2,1,1,635,1,2,1,2,0,0,0,1,2,0,4,0,6,37455,37455,2,0,2,1,3,6,5,6,4,0,3,0,4,0,0,2,2018
0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,3,6,2,0,3,0,0,0,636,0,0,0,0,0,4,0,2,2,5,3,0,3,5107.5,5107.5,2,0,1,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
1,1,6,3,1,0,3,2,3,5,1,2,2,1,2,1,3,6,0,0,0,0,1,1,638,3,1,3,2,0,0,0,2,1,0,0,1,4,6242.5,6242.5,2,1,3,1,3,6,2,3,4,3,2,0,3,1,0,1,2018
0,1,1,2,3,0,3,3,4,2,1,3,2,1,2,0,1,2,0,0,0,0,4,1,641,1,1,1,2,0,0,0,2,1,0,2,2,4,45400,20430,4,1,1,1,3,6,5,4,5,3,4,0,4,1,0,2,2018
0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,0,642,0,0,0,0,0,4,0,2,1,5,3,0,5,30645,30645,4,1,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
1,2,1,8,2,0,2,3,3,3,1,4,1,1,2,1,1,6,0,1,0,0,4,1,644,2,2,1,2,0,0,0,2,1,0,2,2,5,24970,4086,2,1,2,1,3,5,3,4,1,3,1,0,4,2,0,1,2018
0,1,3,2,2,0,3,2,4,2,0,2,2,2,0,0,2,6,0,1,0,0,3,1,647,2,1,3,1,3,0,0,2,1,0,3,1,4,119879.41732,151050.72136,1,1,1,1,3,6,4,4,2,0,1,0,1,1,0,1,2018
0,1,0,8,2,0,4,4,4,4,1,4,0,0,1,0,1,6,0,0,0,0,1,1,650,3,3,3,2,0,0,0,2,2,0,0,1,10,9647.5,9647.5,3,0,2,2,3,6,7,7,7,0,3,0,5,1,0,1,2018
2,2,2,4,3,0,3,3,3,4,2,3,0,2,2,2,1,6,0,1,0,0,4,1,652,1,3,1,4,0,0,0,2,2,0,3,1,5,2043,2043,3,0,2,1,3,4,2,4,1,0,1,0,1,2,0,1,2018
0,1,0,1,2,0,3,3,4,4,1,3,0,1,1,0,1,3,0,1,0,1,4,1,653,2,2,3,2,2,0,0,2,2,0,3,2,7,24970,24970,4,0,2,1,3,3,4,3,3,3,1,0,4,2,0,3,2018
0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,4,0,0,654,0,0,0,0,3,5,2,1,2,4,3,0,4,14755,14755,4,0,2,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,0,2,0,3,2,0,0,0,0,0,0,2,0,0,0,1,4,1,0,3,0,0,0,656,0,0,0,0,0,4,0,1,1,5,0,0,4,14755,14755,3,1,1,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,6,1,0,3,0,0,0,658,0,0,0,0,0,5,0,2,2,4,3,0,0,37455,30645,4,0,1,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
0,2,2,3,2,0,5,4,5,5,1,4,0,2,2,0,3,6,0,1,0,0,1,1,660,2,2,2,2,0,0,0,2,2,0,4,2,6,14755,14755,4,0,3,1,3,7,3,4,3,0,1,0,2,2,0,1,2018
0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,2,3,2,1,2,0,0,0,663,0,0,0,0,0,1,0,1,2,5,3,0,1,24970,17025,2,0,2,0,3,0,0,0,0,0,2,4,0,0,3,0,2018
1,1,1,1,2,0,3,3,4,3,2,4,2,1,2,2,1,5,0,0,0,0,1,1,664,1,1,1,1,5,0,0,1,1,0,2,2,5,45400,10782.5,2,2,2,1,3,7,2,7,2,1,2,0,2,1,0,1,2018
0,2,2,2,3,0,2,3,4,4,1,2,1,1,1,0,1,6,0,1,0,0,4,1,665,1,1,1,2,0,0,0,2,1,0,4,2,3,30645,17025,2,1,1,1,3,4,4,4,2,1,1,0,4,1,0,3,2018
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,5,1,1,4,0,0,0,668,0,0,0,0,7,3,2,2,1,5,4,0,5,119879.41732,3405,2,2,2,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,0,4,0,4,1,0,0,0,0,0,0,2,0,0,0,1,6,1,0,1,0,0,0,672,0,0,0,0,0,4,0,2,1,5,0,0,1,119879.41732,151050.72136,2,1,1,0,3,0,0,0,0,0,1,2,0,0,3,0,2018
0,2,0,2,3,0,2,3,4,4,1,3,0,1,1,0,3,1,0,1,0,0,4,1,674,2,2,1,2,0,0,0,2,2,0,0,2,4,2043,2043,4,0,1,1,3,3,3,7,4,3,3,0,5,0,0,1,2018
2,1,2,2,2,0,3,2,4,3,2,3,2,1,2,2,1,6,0,1,0,0,1,1,675,1,3,2,2,0,0,0,2,1,0,2,2,4,24970,6242.5,2,1,2,1,3,7,5,7,4,3,2,0,1,2,0,1,2018
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,15,0,0,676,0,0,0,0,25,5,0,2,1,4,3,0,7,30645,10782.5,4,2,2,0,3,0,0,0,0,0,4,1,0,0,3,0,2018
0,0,3,3,3,0,3,3,4,3,1,3,0,1,1,1,3,6,0,0,0,0,4,1,677,2,2,2,3,0,0,0,2,1,0,4,2,7,24970,17025,3,1,2,1,3,5,4,4,1,3,2,0,3,1,0,1,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,2,6,1,1,4,0,0,0,681,0,0,0,0,0,1,0,2,2,5,3,0,9,37455,30645,3,0,3,0,3,0,0,0,0,0,1,3,0,0,2,0,2018
0,1,2,2,3,0,2,3,4,3,2,2,2,1,1,0,1,3,0,1,0,1,0,1,683,1,2,1,2,0,0,0,2,1,0,2,2,3,72640,20430,4,2,1,1,3,7,4,4,3,3,1,0,3,1,0,1,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,0,1,4,0,0,0,685,0,0,0,0,0,1,0,2,1,5,3,0,5,63560,37455,3,1,2,0,3,0,0,0,0,0,2,3,0,0,2,0,2018
0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,2,6,1,1,4,0,0,0,686,0,0,0,0,0,2,0,1,1,5,0,0,8,7377.5,7377.5,4,2,3,0,3,0,0,0,0,0,1,3,0,0,1,0,2018
0,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,2,3,1,1,4,0,0,0,691,0,0,0,0,0,3,0,2,2,5,3,0,8,20430,20430,4,0,3,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
0,2,0,3,2,0,3,3,3,3,2,2,0,2,1,0,2,6,0,1,0,0,1,0,693,1,1,1,1,0,0,0,1,2,0,3,0,1,20430,20430,1,0,3,1,3,7,5,4,6,0,1,0,3,1,0,1,2018
0,0,0,3,2,0,2,2,1,1,1,1,0,2,1,0,3,5,0,1,0,0,4,1,696,1,1,1,2,20,0,0,2,2,0,2,1,5,14755,12485,2,0,3,1,3,6,4,4,4,0,2,0,3,1,0,4,2018
0,1,1,3,3,0,3,3,4,3,0,3,0,1,0,0,1,6,0,1,0,0,4,1,706,2,2,2,2,3,0,0,1,2,0,2,2,5,37455,37455,2,0,2,1,3,5,3,7,3,3,2,0,3,2,0,4,2018
0,2,0,2,2,0,2,2,3,2,1,2,0,2,1,0,3,6,0,1,0,0,4,1,708,2,2,1,2,0,0,0,2,2,0,3,2,5,37455,37455,2,0,2,1,3,2,2,2,2,0,2,0,3,1,0,1,2018
0,2,0,4,4,0,1,1,1,1,1,2,0,1,1,1,1,6,0,1,0,0,4,1,713,2,3,1,1,0,0,0,1,2,0,4,1,5,17025,17025,2,0,1,1,3,7,4,7,2,3,1,0,3,2,0,1,2018
0,0,1,0,3,3,0,0,0,0,0,0,2,0,0,0,3,6,1,1,1,0,0,0,715,0,0,0,0,0,5,0,1,2,4,3,0,5,20430,9647.5,1,0,3,0,3,0,0,0,0,0,1,3,0,0,2,0,2018
0,0,4,0,3,1,0,0,0,0,0,0,2,0,0,0,1,6,0,1,3,0,0,0,716,0,0,0,0,3,5,0,2,2,4,0,0,4,119879.41732,63560,2,0,2,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
1,1,1,2,3,0,3,4,4,4,1,3,2,1,1,1,1,1,0,1,0,0,4,1,719,1,1,1,3,0,0,0,1,2,0,3,2,3,119879.41732,63560,4,0,2,1,3,6,3,7,5,3,3,0,5,2,0,2,2018
0,1,2,2,3,0,2,2,3,2,1,2,2,1,2,0,1,5,0,1,0,0,3,1,720,2,3,1,2,0,0,0,2,2,0,2,2,3,72640,37455,2,0,2,1,3,3,4,2,3,3,2,0,2,2,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,0,0,0,721,0,0,0,0,0,4,2,2,1,5,0,0,4,37455,908,4,2,1,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
1,1,0,3,2,0,3,3,4,4,1,3,0,1,2,1,3,5,0,1,0,0,1,1,728,2,3,1,2,0,0,0,2,1,0,3,2,4,9647.5,2497,4,2,3,1,3,5,4,5,1,1,3,0,2,2,0,1,2018
0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,729,0,0,0,0,0,5,0,2,2,3,3,0,1,24970,24970,3,0,3,0,3,0,0,0,0,0,4,4,0,0,2,0,2018
2,1,1,2,3,0,2,1,4,4,1,3,2,1,2,2,1,6,0,1,0,0,1,0,731,2,3,1,1,0,0,0,2,2,0,2,1,3,24970,14755,1,0,2,1,3,4,4,7,2,3,2,0,1,1,0,1,2018
0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,6,1,1,4,0,0,0,732,0,0,0,0,0,2,2,2,2,5,0,0,3,7377.5,5107.5,2,0,3,0,2,0,0,0,0,0,2,1,0,0,3,0,2018
0,0,2,2,3,0,3,3,3,3,0,3,1,1,0,0,2,5,0,1,0,0,4,1,734,2,2,3,3,8,0,0,2,1,0,4,1,4,54480,37455,3,1,2,1,3,5,4,4,5,1,3,0,3,1,0,1,2018
1,1,0,2,3,0,3,3,4,2,1,3,0,1,2,1,3,4,0,1,0,0,4,1,735,3,1,3,2,1,0,0,2,1,0,3,2,5,45400,3405,4,1,2,1,3,3,2,3,3,3,2,0,5,2,0,1,2018
0,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,1,6,1,1,3,0,0,0,736,0,0,0,0,1,5,0,2,1,4,4,0,5,37455,30645,2,1,1,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,5,2,1,2,0,0,0,738,0,0,0,0,0,3,2,2,1,5,2,0,4,63560,908,2,2,1,0,3,0,0,0,0,0,2,4,0,0,1,0,2018
0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,1,3,1,1,1,0,0,0,741,0,0,0,0,10,4,0,2,2,5,2,0,7,20430,12485,4,0,2,0,3,0,0,0,0,0,3,2,0,0,3,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,6,1,1,2,2,0,0,742,0,0,0,0,1,1,0,2,1,4,3,0,7,24970,24970,2,1,1,0,3,0,0,0,0,0,2,5,0,0,3,0,2018
1,0,0,8,2,0,2,2,5,4,1,3,2,1,2,0,1,6,0,1,0,0,4,0,744,2,3,2,1,10,0,0,2,1,0,1,2,5,24970,20430,3,2,2,1,3,5,5,7,5,0,2,0,3,2,0,1,2018
0,1,3,3,3,0,2,1,3,3,1,2,2,2,0,0,3,6,0,1,0,0,1,1,746,1,1,1,4,0,0,0,2,1,0,3,1,4,20430,20430,1,1,2,1,3,7,4,7,2,0,1,0,2,1,0,1,2018
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,2,1,5,0,0,0,748,0,0,0,0,0,2,0,2,2,4,3,0,5,7377.5,7377.5,3,0,2,0,3,0,0,0,0,0,3,3,0,0,1,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,0,0,0,749,0,0,0,0,0,2,0,2,2,5,4,0,6,30645,24970,3,0,1,0,3,0,0,0,0,0,3,3,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,6,1,0,3,15,0,0,754,0,0,0,0,16,4,2,1,2,5,3,0,5,30645,10782.5,2,0,3,0,3,0,0,0,0,0,4,2,0,0,1,0,2018
0,2,0,1,2,0,3,5,4,3,0,3,0,1,1,0,1,1,0,1,0,0,3,1,755,3,2,2,2,0,0,0,2,2,0,2,2,5,14755,14755,4,0,2,1,3,5,3,5,5,3,2,0,5,2,0,2,2018
0,0,0,2,2,0,3,2,2,1,1,2,2,1,1,0,3,5,0,1,0,0,4,1,757,2,1,1,2,0,0,0,1,2,0,2,2,5,54480,37455,2,0,2,1,3,7,2,5,5,3,2,0,4,2,0,1,2018
0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,3,3,1,1,1,0,0,0,758,0,0,0,0,0,5,0,2,2,4,0,0,5,30645,2497,4,0,1,0,1,0,0,0,0,0,3,2,0,0,3,0,2018
1,2,1,3,2,0,3,3,3,4,1,4,2,1,0,1,3,6,0,1,0,0,4,1,760,2,2,2,4,0,0,0,1,2,0,0,0,5,37455,20430,2,0,2,1,3,4,2,2,5,3,2,0,3,1,0,1,2018
1,1,2,2,3,0,2,2,2,2,1,2,2,1,0,1,1,1,0,1,0,3,4,1,762,2,2,2,1,7,0,0,2,2,0,2,2,3,63560,45400,4,0,1,1,3,5,4,6,3,3,2,0,3,0,0,2,2018
0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,3,6,0,1,1,1,0,0,764,0,0,0,0,3,5,0,1,2,4,3,0,5,119879.41732,1589,3,0,2,0,2,0,0,0,0,0,3,2,0,0,3,0,2018
1,2,2,3,3,0,3,4,4,3,1,3,2,1,0,2,1,2,0,1,0,0,4,1,765,1,1,1,2,0,0,0,1,1,0,3,2,1,119879.41732,151050.72136,3,1,1,1,3,1,1,7,1,3,2,0,2,2,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,766,0,0,0,0,2,5,0,1,1,3,2,0,5,119879.41732,63560,4,2,2,0,3,0,0,0,0,0,2,4,0,0,2,0,2018
0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,6,1,1,2,5,0,0,769,0,0,0,0,2,3,0,2,1,5,2,0,7,24970,12485,2,1,2,0,3,0,0,0,0,0,2,4,0,0,1,0,2018
0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,0,770,0,0,0,0,5,4,2,2,2,5,3,0,3,14755,5107.5,4,0,1,0,3,0,0,0,0,0,4,1,0,0,3,0,2018
0,0,3,0,2,3,0,0,0,0,0,0,2,0,0,0,1,3,1,1,2,1,0,0,775,0,0,0,0,5,4,0,2,1,5,2,0,7,45400,20430,4,2,2,0,3,0,0,0,0,0,3,1,0,0,3,0,2018
0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,0,776,0,0,0,0,5,4,0,2,2,5,3,0,6,17025,7377.5,3,0,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,778,0,0,0,0,0,5,0,2,2,4,1,0,5,72640,37455,4,0,1,0,3,0,0,0,0,0,4,2,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,2,1,1,2,4,0,0,779,0,0,0,0,3,4,0,2,2,5,2,0,4,37455,20430,4,0,2,0,3,0,0,0,0,0,4,3,0,0,1,0,2018
0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,0,3,6,2,1,3,0,0,0,781,0,0,0,0,0,4,0,1,1,5,3,0,0,45400,20430,3,2,2,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
0,0,4,4,2,0,3,3,4,3,1,4,0,1,1,0,3,6,0,1,0,0,4,1,784,1,1,2,2,0,0,0,1,2,0,3,1,3,8512.5,7377.5,3,0,2,1,3,4,4,6,2,3,1,0,2,2,0,1,2018
2,1,0,2,2,0,3,2,4,3,1,3,1,2,1,2,3,6,0,1,0,30,1,1,786,1,3,1,1,0,0,0,2,1,0,2,2,5,30645,17025,4,2,3,1,3,7,3,5,1,0,1,0,1,0,0,1,2018
0,0,3,0,2,1,0,0,0,0,0,0,2,0,0,0,2,6,1,1,1,0,0,0,787,0,0,0,0,0,5,2,2,2,4,3,0,5,37455,5107.5,1,0,3,0,3,0,0,0,0,0,1,3,0,0,2,0,2018
0,1,0,4,3,0,2,3,3,5,1,3,0,1,2,0,3,5,0,0,0,0,4,1,788,2,3,2,3,0,0,0,2,2,0,3,0,5,24970,6242.5,2,0,2,1,3,3,1,6,1,3,2,0,3,1,0,1,2018
0,1,2,3,3,0,4,5,3,3,1,2,2,1,2,0,1,3,0,1,0,7,3,1,789,2,2,1,2,22,0,0,2,1,0,0,2,5,63560,37455,4,1,2,1,3,4,2,5,1,1,2,0,3,2,0,2,2018
0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,4,5,0,0,790,0,0,0,0,12,3,2,2,1,5,2,0,4,30645,30645,4,1,2,0,2,0,0,0,0,0,3,1,0,0,2,0,2018
0,1,3,3,2,0,3,5,3,4,1,3,0,2,0,0,2,1,0,1,0,0,4,1,793,1,2,2,2,5,0,0,2,2,0,3,1,6,17025,17025,4,0,2,1,3,4,3,7,4,0,3,0,4,1,0,2,2018
0,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,1,6,2,1,2,0,0,0,794,0,0,0,0,0,1,0,1,2,5,3,0,5,24970,9647.5,2,0,2,0,3,0,0,0,0,0,2,4,0,0,3,0,2018
0,1,0,8,2,0,4,5,5,4,1,3,2,1,2,0,2,1,0,1,0,25,4,1,798,1,1,1,2,25,0,0,2,2,0,4,2,10,17025,5107.5,4,0,2,1,3,6,6,2,1,3,4,0,5,2,0,3,2018
0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,3,6,2,0,2,0,0,0,801,0,0,0,0,0,4,0,1,1,5,1,0,5,10782.5,10782.5,4,1,2,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,2,0,8,2,0,3,2,3,3,0,3,0,2,0,0,3,6,0,1,0,0,4,0,803,2,2,1,2,0,0,0,1,2,0,1,0,5,9647.5,2497,2,0,2,1,3,7,3,7,2,0,2,0,2,1,0,1,2018
0,2,0,2,2,0,2,2,4,3,1,3,1,1,2,0,3,5,0,0,0,10,4,1,805,1,1,2,1,5,0,0,1,2,0,1,2,9,37455,9647.5,2,0,3,1,3,6,6,7,7,3,4,0,2,1,0,4,2018
1,1,3,2,3,0,3,4,5,3,1,3,2,1,1,1,3,3,0,0,0,0,4,1,807,2,1,2,2,0,0,0,2,2,0,2,0,5,119879.41732,63560,4,0,2,1,3,5,5,7,5,3,2,0,5,2,0,1,2018
0,0,3,0,2,2,0,0,0,0,0,0,2,0,0,0,2,6,1,0,3,0,0,0,808,0,0,0,0,1,4,0,1,1,5,3,0,5,37455,24970,2,1,2,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,809,0,0,0,0,4,0,2,1,1,0,2,0,4,12485,12485,4,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,0,0,811,0,0,0,0,0,5,0,2,2,4,2,0,5,20430,20430,4,0,2,0,3,0,0,0,0,0,4,1,0,0,2,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,20,0,0,812,0,0,0,0,30,4,0,2,2,5,2,0,5,17025,17025,4,0,2,0,3,0,0,0,0,0,3,1,0,0,3,0,2018
0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,816,0,0,0,0,0,2,0,1,2,5,2,0,0,9647.5,9647.5,1,0,2,0,3,0,0,0,0,0,1,3,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,5,1,0,4,0,0,0,820,0,0,0,0,0,1,2,2,2,5,0,0,7,20430,2951,3,0,2,0,3,0,0,0,0,0,3,2,0,0,3,0,2018
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,0,0,0,823,0,0,0,0,0,5,0,2,1,4,0,0,4,45400,3405,4,1,2,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,1,2,3,4,0,2,2,3,3,1,4,1,1,1,0,1,6,0,0,0,0,0,1,828,1,1,1,3,0,0,0,2,2,0,1,2,5,119879.41732,63560,3,0,2,1,3,5,6,6,6,3,3,0,3,2,0,1,2018
0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,829,0,0,0,0,0,4,0,2,2,5,3,0,0,37455,37455,2,0,2,0,3,0,0,0,0,0,2,3,0,0,1,0,2018
0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,2,2,1,1,3,0,0,0,831,0,0,0,0,0,4,2,1,2,5,2,0,3,119879.41732,63560,4,0,1,0,3,0,0,0,0,0,4,1,0,0,2,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2,0,0,0,835,0,0,0,0,0,4,0,1,1,5,0,0,3,72640,24970,3,1,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,1,4,3,2,0,3,3,4,3,2,3,2,1,0,2,1,6,0,1,0,0,1,1,841,1,2,1,2,0,0,0,2,2,0,3,1,5,14755,2497,2,0,2,2,3,7,6,7,3,1,2,0,2,1,0,1,2018
0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,842,0,0,0,0,0,5,0,2,2,4,3,0,5,30645,6242.5,4,0,3,0,3,0,0,0,0,0,3,1,0,0,3,0,2018
0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,2,0,3,2,0,0,845,0,0,0,0,0,4,0,2,1,5,0,0,5,37455,30645,2,1,2,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,0,3,0,2,3,0,0,0,0,0,0,1,0,0,0,3,1,1,0,3,0,0,0,847,0,0,0,0,0,5,0,2,1,4,3,0,7,14755,14755,4,1,2,0,3,0,0,0,0,0,1,2,0,0,1,0,2018
0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,3,6,1,1,2,0,0,0,850,0,0,0,0,0,5,0,1,2,4,2,0,5,30645,17025,2,0,2,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,0,852,0,0,0,0,0,3,2,1,2,4,0,0,4,24970,20430,3,0,1,0,3,0,0,0,0,0,3,5,0,0,1,0,2018
0,1,4,2,2,0,4,3,4,3,1,3,0,1,0,0,2,6,0,1,0,0,3,1,854,2,2,2,1,0,0,0,1,2,0,1,2,3,37455,37455,2,0,2,1,3,5,3,3,3,1,1,0,2,2,0,4,2018
1,0,0,2,2,0,3,4,3,3,1,3,0,0,1,1,1,3,0,1,0,2,4,1,855,1,1,1,1,0,0,0,2,2,0,2,2,6,30645,30645,3,0,2,1,3,5,2,5,7,0,3,0,4,2,0,3,2018
