bigbang,boyorgrl,childs,chldidel,class,conarmy,conbiz,conchurh,concong,concourt,condrift,conschls,divorce,earthsun,electron,evolved,finalter,god,grass,gunlaw,helpoth,hlthdays,homosex1,hotcore,id,intecon,intintl,inttech,makefrnd,mntlhlth,obey,othersex,othlang,owngun,popular,racwork,radioact,rank,realinc,realrinc,relpersn,rowngun,satfin,sexeduc,sexornt,socbar,socfrend,socommun,socrel,solarrev,sprtprsn,thnkself,trustsci,viruses,workhard,xmarsex1,year
0,0,3,0,3,2,0,0,0,0,0,0,2,0,0,0,1,2,1,1,2,0,0,0,282,0,0,0,0,0,5,0,2,2,4,3,0,4,37455,17025,4,0,3,0,3,0,0,0,0,0,4,1,0,0,3,0,2018
1,2,1,2,3,0,2,3,4,4,1,4,1,1,1,1,1,4,0,0,0,0,4,1,284,1,2,1,2,0,0,0,2,2,0,0,2,5,63560,54480,3,0,2,1,3,5,4,7,5,3,4,0,4,2,0,1,2018
0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,3,6,1,0,2,0,0,0,287,0,0,0,0,0,4,0,1,2,5,0,0,4,72640,63560,1,0,3,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,1,1,2,3,0,1,4,4,1,1,1,0,1,1,0,1,3,0,1,0,0,4,1,288,1,2,1,3,0,0,0,2,2,0,2,1,5,20430,20430,3,0,3,1,3,4,2,4,2,3,2,0,4,1,0,2,2018
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,6,1,0,2,0,0,0,291,0,0,0,0,1,4,2,2,1,5,1,0,5,54480,54480,1,1,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,1,2,2,2,0,3,3,4,4,1,2,0,1,1,0,3,5,0,0,0,0,4,1,294,2,2,2,2,2,0,0,2,1,0,2,2,6,24970,20430,3,1,3,2,3,5,4,7,5,3,3,0,3,2,0,1,2018
0,1,3,2,3,0,3,3,4,4,1,3,1,1,2,1,1,3,0,1,0,2,4,1,296,2,3,2,3,2,0,0,2,1,0,2,0,3,72640,24970,4,2,1,1,3,3,6,5,3,3,2,0,3,2,0,1,2018
1,2,0,3,2,0,3,2,4,2,1,2,0,1,1,1,1,6,0,1,0,0,4,1,299,2,1,1,1,2,0,0,2,2,0,3,2,4,30645,30645,1,0,3,1,3,3,3,3,5,3,1,0,4,2,0,1,2018
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,6,1,0,2,0,0,0,300,0,0,0,0,0,4,0,2,2,5,4,0,5,37455,37455,2,0,2,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,2,1,3,0,0,0,302,0,0,0,0,0,4,2,1,1,5,0,0,4,119879.41732,14755,1,2,1,0,3,0,0,0,0,0,0,1,0,0,2,0,2018
0,1,2,2,3,0,3,3,3,3,1,3,2,2,1,0,1,5,0,1,0,0,4,1,303,2,2,2,3,0,0,0,2,2,0,3,1,5,119879.41732,37455,3,0,1,1,3,4,3,6,3,0,3,0,3,1,0,1,2018
0,0,3,0,2,1,0,0,0,0,0,0,2,0,0,0,3,6,1,1,4,0,0,0,305,0,0,0,0,0,1,0,2,1,5,1,0,4,30645,2043,2,1,2,0,3,0,0,0,0,0,2,3,0,0,2,0,2018
0,2,2,8,2,0,3,3,3,3,0,3,0,2,2,0,3,0,0,1,0,0,4,1,306,1,1,1,1,0,0,0,1,2,0,0,1,5,24970,24970,3,0,2,1,3,7,4,7,7,0,2,0,4,0,0,1,2018
0,0,3,0,3,1,0,0,0,0,0,0,2,0,0,0,3,5,1,0,3,0,0,0,310,0,0,0,0,0,5,0,2,2,4,0,0,0,119879.41732,151050.72136,3,0,1,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,1,3,0,3,0,3,2,5,2,1,3,0,1,1,0,3,4,0,0,0,7,4,1,312,2,2,1,2,0,0,0,1,2,0,2,2,4,45400,45400,3,0,2,1,3,5,4,7,2,3,3,0,4,2,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,2,2,1,1,1,0,0,0,313,0,0,0,0,0,4,0,2,2,5,2,0,3,119879.41732,151050.72136,3,0,2,0,3,0,0,0,0,0,4,2,0,0,3,0,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,3,1,1,0,3,2,0,0,314,0,0,0,0,0,5,0,2,1,4,2,0,3,54480,54480,4,1,1,0,3,0,0,0,0,0,4,2,0,0,1,0,2018
0,0,0,2,3,0,2,4,4,2,2,2,0,1,0,1,1,1,0,1,0,1,4,2,315,2,2,1,2,10,0,0,2,2,0,3,1,5,30645,24970,4,0,1,1,3,6,4,5,6,3,4,0,2,1,0,4,2018
0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,22,0,0,316,0,0,0,0,5,4,0,2,2,5,2,0,7,14755,14755,1,0,2,0,2,0,0,0,0,0,4,2,0,0,3,0,2018
0,2,2,4,2,0,3,3,5,5,2,5,2,2,2,0,3,6,0,1,0,0,4,1,320,1,2,1,4,0,0,0,2,2,0,2,2,1,30645,30645,1,0,3,1,3,7,4,7,7,0,1,0,2,1,0,4,2018
2,2,3,3,2,0,3,3,3,3,0,3,1,2,0,2,3,6,0,0,0,0,1,0,322,1,3,2,4,0,0,0,2,2,0,4,1,1,24970,4086,2,0,2,1,3,7,7,7,2,0,2,0,2,1,0,1,2018
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,6,1,1,3,0,0,0,330,0,0,0,0,0,5,0,2,2,4,0,0,5,30645,2043,2,0,2,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,3,4,1,1,3,0,0,0,332,0,0,0,0,0,5,0,1,2,4,3,0,2,119879.41732,54480,4,0,1,0,3,0,0,0,0,0,4,1,0,0,2,0,2018
0,1,2,2,3,0,2,3,5,4,1,5,2,1,1,0,2,6,0,0,0,0,1,1,335,1,1,2,1,0,0,0,2,1,0,0,2,3,72640,30645,2,1,2,1,3,7,6,7,6,3,2,0,1,2,0,1,2018
0,0,4,0,4,1,0,0,0,0,0,0,1,0,0,0,1,3,2,1,2,0,0,0,338,0,0,0,0,0,5,0,1,2,4,2,0,2,119879.41732,151050.72136,1,0,1,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,0,2,0,4,1,0,0,0,0,0,0,2,0,0,0,1,6,1,1,1,5,0,0,339,0,0,0,0,2,4,0,2,2,5,2,0,3,119879.41732,63560,2,0,2,0,3,0,0,0,0,0,2,2,0,0,3,0,2018
0,0,3,0,3,1,0,0,0,0,0,0,1,0,0,0,1,6,2,0,1,0,0,0,341,0,0,0,0,15,4,2,2,2,5,4,0,3,63560,63560,1,0,1,0,3,0,0,0,0,0,1,2,0,0,3,0,2018
0,0,2,0,4,1,0,0,0,0,0,0,2,0,0,0,1,6,2,1,3,0,0,0,343,0,0,0,0,0,4,0,2,2,5,2,0,4,119879.41732,63560,1,0,1,0,3,0,0,0,0,0,1,2,0,0,1,0,2018
2,1,3,4,2,0,3,2,1,2,1,2,2,2,2,1,1,6,0,1,0,0,1,1,345,1,3,1,2,0,0,0,1,2,0,0,2,5,37455,12485,1,0,2,1,3,7,6,4,2,0,1,0,2,1,0,1,2018
0,0,4,0,1,2,0,0,0,0,0,0,2,0,0,0,2,6,1,1,2,0,0,0,350,0,0,0,0,0,3,0,2,2,5,0,0,6,20430,227,1,0,3,0,3,0,0,0,0,0,1,1,0,0,4,0,2018
0,1,8,8,2,0,0,0,0,0,1,3,2,1,0,0,1,6,0,1,0,0,1,0,352,3,1,3,2,0,0,0,2,2,0,0,1,5,10782.5,5107.5,3,0,3,1,3,7,3,7,4,0,2,0,.c,1,0,1,2018
0,1,1,2,3,0,3,3,3,3,1,2,2,1,1,0,3,2,0,0,0,0,4,1,354,2,1,1,3,0,0,0,1,2,0,0,2,5,54480,54480,4,0,1,1,3,5,5,6,5,3,4,0,4,2,0,2,2018
1,1,2,2,3,0,2,4,4,2,1,2,2,1,1,1,1,3,0,1,0,0,1,1,355,1,1,1,2,0,0,0,2,2,0,2,2,4,119879.41732,54480,2,0,1,1,3,5,4,4,4,3,2,0,5,2,0,3,2018
0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,3,6,1,1,4,0,0,0,357,0,0,0,0,0,3,2,2,2,5,3,0,9,6242.5,4086,2,0,3,0,2,0,0,0,0,0,2,1,0,0,2,0,2018
0,2,1,3,3,0,2,2,4,2,1,3,0,2,2,0,1,3,0,0,0,0,2,1,359,1,2,1,2,0,0,0,2,1,0,2,2,4,37455,37455,4,1,2,1,3,4,4,6,4,0,3,0,4,1,0,2,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,360,0,0,0,0,0,4,0,2,1,5,3,0,5,45400,24970,2,1,1,0,3,0,0,0,0,0,2,3,0,0,2,0,2018
0,1,3,3,3,0,2,2,3,2,1,2,0,2,1,1,1,6,0,1,0,0,4,1,364,2,3,2,1,0,0,0,2,2,0,1,0,3,20430,14755,3,0,2,1,3,3,2,7,2,0,2,0,3,2,0,2,2018
0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,3,0,0,0,365,0,0,0,0,15,4,2,2,1,5,1,0,6,119879.41732,37455,2,1,2,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
1,2,0,8,3,0,3,3,4,3,1,3,0,1,1,1,3,3,0,1,0,0,4,1,367,2,1,2,1,0,0,0,1,2,0,3,2,0,63560,63560,0,0,1,1,3,6,3,4,4,3,0,0,5,2,0,0,2018
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,5,0,0,368,0,0,0,0,1,4,0,2,2,5,2,0,7,37455,37455,4,0,2,0,3,0,0,0,0,0,4,1,0,0,2,0,2018
0,0,2,2,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,370,1,1,1,0,0,0,0,2,2,0,1,0,3,119879.41732,151050.72136,3,0,1,1,3,2,3,7,1,0,2,0,0,0,0,0,2018
2,1,0,3,3,0,3,4,3,4,1,3,0,1,1,1,1,5,0,1,0,0,4,1,371,1,1,1,1,2,0,0,2,2,0,1,1,4,119879.41732,151050.72136,3,0,1,1,3,2,1,2,4,3,3,0,2,2,0,2,2018
0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,3,2,1,1,2,2,0,0,372,0,0,0,0,6,4,0,1,2,5,2,0,4,119879.41732,45400,4,0,2,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
1,0,0,2,3,0,2,3,3,4,1,3,0,1,1,1,1,4,0,1,0,5,4,1,373,3,2,1,3,5,0,0,2,2,0,1,2,4,119879.41732,37455,3,0,2,1,3,2,3,7,1,3,4,0,4,2,0,3,2018
0,1,2,2,2,0,3,4,3,3,1,2,0,1,1,1,1,2,0,1,0,0,4,1,375,2,2,2,2,2,0,0,1,1,0,2,2,5,54480,14755,4,1,2,1,3,2,4,5,3,3,4,0,4,2,0,1,2018
0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,3,5,1,1,1,0,0,0,376,0,0,0,0,0,5,0,2,1,4,0,0,5,45400,24970,4,2,1,0,3,0,0,0,0,0,3,2,0,0,3,0,2018
0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,2,1,2,1,2,2,0,0,384,0,0,0,0,10,3,0,1,2,5,3,0,5,37455,17025,4,0,2,0,3,0,0,0,0,0,4,4,0,0,1,0,2018
0,1,3,3,3,0,2,3,3,1,1,3,2,1,2,0,3,6,0,1,0,0,3,1,385,1,1,1,2,0,0,0,2,2,0,3,2,4,119879.41732,45400,2,0,2,1,3,5,4,3,1,3,2,0,5,2,0,1,2018
0,1,0,2,3,0,4,3,4,3,1,3,0,1,1,0,1,1,0,1,0,7,4,1,386,2,1,2,1,2,0,0,1,2,0,2,2,3,30645,24970,4,0,3,1,3,4,3,5,5,3,4,0,5,2,0,3,2018
1,1,0,2,3,0,3,3,4,3,1,2,0,1,1,1,1,5,0,0,0,3,4,1,388,1,1,1,1,10,0,0,1,2,0,2,2,3,17025,17025,3,0,2,1,3,4,3,6,5,3,0,0,4,2,0,2,2018
0,2,2,3,3,0,4,4,5,3,1,3,0,1,1,0,3,2,0,1,0,0,4,1,399,2,2,1,1,0,0,0,2,1,0,0,2,5,24970,12485,4,1,1,1,3,7,4,6,5,3,2,0,4,2,0,3,2018
1,1,3,2,2,0,3,4,4,4,1,3,1,1,1,2,1,3,0,0,0,0,1,1,410,1,1,1,2,3,0,0,2,1,0,2,2,4,37455,20430,2,1,2,1,3,5,6,6,5,3,1,0,3,2,0,1,2018
1,1,2,2,4,0,1,3,3,2,1,2,2,1,2,1,1,1,0,1,0,0,4,1,416,2,2,2,2,0,0,0,1,2,0,2,2,3,119879.41732,151050.72136,4,0,1,1,3,5,2,4,4,3,1,0,5,2,0,1,2018
0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,0,0,0,417,0,0,0,0,0,5,0,1,2,4,2,0,5,37455,24970,3,0,2,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,0,0,0,418,0,0,0,0,0,4,2,1,1,5,0,0,6,20430,20430,4,1,2,0,3,0,0,0,0,0,4,1,0,0,2,0,2018
1,1,2,2,2,0,3,3,3,3,1,2,0,1,0,1,1,4,0,1,0,0,4,1,420,2,2,2,1,10,0,0,1,2,0,2,1,5,24970,24970,3,0,3,1,3,3,3,7,3,3,2,0,3,2,0,2,2018
0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,2,5,1,1,1,5,0,0,422,0,0,0,0,0,4,0,2,2,5,2,0,2,63560,37455,3,0,1,0,3,0,0,0,0,0,2,2,0,0,3,0,2018
0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2,6,1,0,2,0,0,0,426,0,0,0,0,0,4,0,2,2,5,0,0,0,63560,2951,2,0,2,0,3,0,0,0,0,0,2,1,0,0,3,0,2018
0,1,2,8,4,0,2,5,5,3,1,2,2,1,1,0,3,1,0,1,0,0,4,1,428,1,1,1,3,0,0,0,1,2,0,2,2,3,119879.41732,151050.72136,4,0,1,1,3,4,4,4,4,3,4,0,5,1,0,1,2018
1,1,3,3,3,0,1,1,1,1,1,1,2,1,1,1,3,6,0,1,0,0,4,1,430,2,2,2,1,0,0,0,1,2,0,3,1,5,54480,20430,2,0,1,1,3,7,3,3,1,3,1,0,2,1,0,1,2018
0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,3,6,2,1,3,0,0,0,431,0,0,0,0,0,5,0,1,2,4,2,0,5,72640,63560,1,0,2,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,1,6,1,1,0,0,0,0,432,0,0,0,0,0,0,0,2,1,0,2,0,2,119879.41732,151050.72136,1,1,1,0,3,0,0,0,0,0,2,0,0,0,0,0,2018
0,0,2,0,3,2,0,0,0,0,0,0,2,0,0,0,1,6,2,0,2,0,0,0,438,0,0,0,0,0,4,0,2,1,5,0,0,1,119879.41732,4086,1,1,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,2,0,0,440,0,0,0,0,0,2,0,2,2,5,2,0,9,17025,17025,3,0,3,0,3,0,0,0,0,0,3,1,0,0,4,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,3,3,2,1,1,2,0,0,441,0,0,0,0,2,3,2,1,2,4,3,0,6,10782.5,10782.5,3,0,3,0,3,0,0,0,0,0,3,5,0,0,2,0,2018
0,0,1,0,2,3,0,0,0,0,0,0,2,0,0,0,1,3,0,1,2,10,0,0,442,0,0,0,0,15,4,0,1,2,5,3,0,6,37455,24970,3,0,2,0,3,0,0,0,0,0,3,3,0,0,1,0,2018
0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,6,2,1,1,2,0,0,447,0,0,0,0,5,2,0,1,2,4,3,0,7,14755,14755,2,0,2,0,3,0,0,0,0,0,1,5,0,0,3,0,2018
0,2,0,2,3,0,5,5,5,5,1,5,0,2,2,1,1,5,0,0,0,0,4,1,448,2,3,2,4,5,0,0,2,2,0,3,2,4,72640,72640,4,0,2,1,3,5,3,7,2,0,2,0,4,2,0,1,2018
0,1,4,4,2,0,2,0,4,3,1,3,0,1,2,0,1,5,0,1,0,0,2,1,451,1,3,1,0,0,0,0,2,2,0,3,1,2,45400,24970,0,0,2,1,3,5,4,6,3,1,0,0,3,2,0,1,2018
0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,3,1,1,3,0,0,0,452,0,0,0,0,0,5,0,1,2,4,0,0,4,24970,14755,4,0,2,0,3,0,0,0,0,0,4,1,0,0,2,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,0,0,454,0,0,0,0,1,4,0,2,2,5,2,0,5,119879.41732,24970,3,0,2,0,3,0,0,0,0,0,4,1,0,0,3,0,2018
0,1,3,2,1,0,2,1,4,4,2,3,0,1,2,0,3,6,0,1,0,0,4,1,455,1,2,3,1,0,0,0,2,2,0,2,2,8,54480,45400,1,0,3,1,3,2,3,7,6,3,1,0,1,2,0,1,2018
0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,1,3,1,1,3,0,0,0,461,0,0,0,0,0,5,0,1,2,4,2,0,5,54480,37455,4,0,2,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,1,0,0,462,0,0,0,0,5,4,0,2,1,5,3,0,5,14755,4086,3,2,2,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,1,1,2,0,0,0,463,0,0,0,0,2,4,0,1,1,5,0,0,5,72640,37455,4,1,2,0,3,0,0,0,0,0,4,3,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,5,1,0,3,1,0,0,466,0,0,0,0,4,4,0,1,2,5,3,0,5,54480,3405,2,0,2,0,3,0,0,0,0,0,1,2,0,0,1,0,2018
2,2,0,2,4,0,3,4,5,5,0,3,2,1,1,2,3,6,0,1,0,0,4,2,469,2,3,2,2,2,0,0,2,1,0,2,2,3,119879.41732,37455,3,2,1,1,3,5,4,7,2,3,1,0,2,1,0,1,2018
0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,6,2,1,2,0,0,0,472,0,0,0,0,3,4,2,1,2,5,3,0,4,30645,14755,2,0,2,0,2,0,0,0,0,0,3,1,0,0,3,0,2018
0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,1,6,2,1,3,0,0,0,474,0,0,0,0,0,1,0,1,2,5,1,0,3,63560,54480,2,0,2,0,3,0,0,0,0,0,3,4,0,0,2,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,3,5,1,0,2,0,0,0,477,0,0,0,0,5,4,0,2,1,5,2,0,4,45400,37455,4,1,2,0,3,0,0,0,0,0,3,1,0,0,3,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,3,0,0,480,0,0,0,0,15,5,0,2,2,4,3,0,5,45400,10782.5,4,0,2,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,3,0,0,484,0,0,0,0,10,4,2,2,1,5,3,0,6,45400,8512.5,4,1,2,0,3,0,0,0,0,0,2,1,0,0,2,0,2018
0,2,6,3,3,0,3,2,3,3,1,2,0,1,1,0,1,6,0,0,0,4,1,0,487,1,2,2,4,3,0,0,2,2,0,3,2,0,30645,14755,2,0,2,1,3,4,5,7,4,0,2,0,2,1,0,1,2018
0,0,3,0,4,1,0,0,0,0,0,0,2,0,0,0,1,3,0,1,3,0,0,0,492,0,0,0,0,0,5,0,1,2,4,2,0,1,119879.41732,151050.72136,3,0,1,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,3,6,1,1,2,1,0,0,493,0,0,0,0,3,5,0,1,2,4,2,0,2,119879.41732,37455,2,0,2,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,10,0,0,495,0,0,0,0,0,3,2,2,2,4,2,0,5,20430,20430,2,0,1,0,3,0,0,0,0,0,3,5,0,0,1,0,2018
0,2,0,3,2,0,3,3,4,3,2,4,2,1,0,1,3,6,0,1,0,1,3,0,508,2,2,2,2,2,0,0,1,2,0,3,2,5,45400,24970,3,0,1,1,3,7,3,2,1,3,2,0,4,1,0,1,2018
0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,509,0,0,0,0,0,4,0,1,1,5,0,0,6,119879.41732,54480,4,1,2,0,3,0,0,0,0,0,4,3,0,0,2,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,2,1,3,0,0,0,511,0,0,0,0,0,4,0,1,2,5,3,0,4,30645,20430,1,0,3,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
1,1,2,2,3,0,2,2,2,2,1,2,2,1,1,1,1,5,0,0,0,0,4,1,514,1,1,1,1,3,0,0,2,1,0,4,2,3,72640,72640,2,1,1,1,3,4,4,4,5,3,2,0,4,2,0,1,2018
0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,1,5,1,1,3,0,0,0,519,0,0,0,0,7,4,0,2,2,5,2,0,0,54480,54480,2,0,1,0,3,0,0,0,0,0,1,1,0,0,2,0,2018
0,1,0,8,1,0,3,2,4,3,0,2,0,1,0,2,1,6,0,0,0,0,1,1,524,3,3,2,2,3,0,0,2,1,0,1,2,0,7377.5,6242.5,2,1,3,1,3,7,7,7,6,3,1,0,2,0,0,1,2018
0,0,4,0,3,2,0,0,0,0,0,0,2,0,0,0,1,3,1,0,2,0,0,0,525,0,0,0,0,2,4,0,2,1,5,3,0,4,119879.41732,151050.72136,4,1,1,0,3,0,0,0,0,0,1,1,0,0,3,0,2018
0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,0,0,0,530,0,0,0,0,3,5,0,2,2,4,3,0,6,24970,24970,3,0,3,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
0,1,0,4,2,0,1,1,1,1,2,4,0,2,1,0,3,6,0,1,0,0,1,1,531,2,3,2,2,0,0,0,2,2,0,3,2,6,1589,908,2,0,1,1,3,4,4,7,3,0,2,0,3,1,0,1,2018
0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,3,6,1,0,3,0,0,0,534,0,0,0,0,0,5,0,2,1,4,1,0,3,54480,45400,2,1,1,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,6,2,1,1,0,0,0,536,0,0,0,0,0,2,0,2,1,5,3,0,1,10782.5,4086,1,2,3,0,3,0,0,0,0,0,1,3,0,0,4,0,2018
2,1,2,3,3,0,3,2,3,3,2,2,2,1,1,2,1,6,0,1,0,0,2,1,538,2,2,2,2,2,0,0,2,1,0,1,2,3,119879.41732,37455,2,1,2,1,3,7,5,4,5,3,2,0,2,2,0,1,2018
0,0,3,0,2,1,0,0,0,0,0,0,2,0,0,0,3,5,0,1,4,1,0,0,539,0,0,0,0,5,3,0,1,1,5,2,0,5,24970,14755,2,2,3,0,3,0,0,0,0,0,2,2,0,0,1,0,2018
0,1,2,4,2,0,3,3,3,3,1,2,2,1,2,0,1,6,0,0,0,0,1,1,540,2,3,1,3,5,0,0,1,1,0,3,2,5,30645,14755,2,2,2,1,3,5,5,7,4,0,2,0,1,1,0,1,2018
0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,3,0,0,0,541,0,0,0,0,25,5,2,2,2,4,2,0,4,45400,45400,2,0,3,0,2,0,0,0,0,0,2,1,0,0,2,0,2018
2,2,0,2,3,0,3,3,4,4,1,3,0,1,1,1,1,6,0,1,0,0,3,2,543,2,1,2,4,0,0,0,2,1,0,2,2,3,45400,45400,2,1,2,1,3,2,2,7,2,3,1,0,2,1,0,1,2018
0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,1,3,1,1,2,0,0,0,544,0,0,0,0,0,5,0,1,2,3,2,0,4,119879.41732,37455,4,0,1,0,3,0,0,0,0,0,2,4,0,0,1,0,2018
0,1,2,2,3,0,3,2,4,2,1,3,2,1,1,0,3,6,0,1,0,0,4,1,551,1,1,1,1,1,0,0,2,1,0,3,2,2,30645,9647.5,1,1,2,1,3,5,5,6,3,3,1,0,4,1,0,1,2018
2,1,2,3,3,0,2,3,2,2,1,3,2,1,1,1,1,5,0,1,0,10,4,1,553,2,2,1,4,2,0,0,2,2,0,3,2,5,72640,45400,2,0,2,1,3,5,3,3,3,2,2,0,2,1,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,6,1,1,1,0,0,0,554,0,0,0,0,0,2,0,1,2,5,3,0,4,37455,2951,2,0,1,0,3,0,0,0,0,0,2,4,0,0,3,0,2018
0,1,4,1,3,0,3,3,5,4,1,5,1,1,0,0,1,6,0,0,0,0,0,1,556,3,2,2,3,0,0,0,2,2,0,2,2,2,30645,5107.5,2,0,1,1,3,6,3,6,5,3,3,0,3,1,0,1,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,10,0,0,560,0,0,0,0,20,5,0,2,2,4,2,0,3,72640,24970,4,0,1,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,1,0,2,2,0,2,3,0,0,2,1,0,1,1,1,1,3,0,1,0,2,0,1,563,2,3,2,3,2,0,0,1,2,0,2,1,5,30645,30645,3,0,1,1,3,7,3,3,2,3,3,0,.c,0,0,1,2018
0,1,2,2,2,0,3,3,1,1,1,3,2,1,1,0,3,5,0,1,0,0,4,1,564,1,1,1,2,0,0,0,1,2,0,3,2,3,37455,37455,3,0,2,1,3,6,4,1,3,3,2,0,1,1,0,1,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,3,0,0,0,565,0,0,0,0,1,4,0,2,2,5,3,0,5,30645,9647.5,4,0,2,0,3,0,0,0,0,0,3,2,0,0,1,0,2018
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,0,0,0,572,0,0,0,0,3,4,0,1,2,5,4,0,2,14755,14755,3,0,2,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,4,0,0,0,574,0,0,0,0,0,1,0,2,2,5,3,0,1,30645,30645,3,0,2,0,1,0,0,0,0,0,1,2,0,0,3,0,2018
0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,0,0,575,0,0,0,0,0,4,0,2,2,5,0,0,0,5107.5,908,4,0,3,0,2,0,0,0,0,0,2,1,0,0,3,0,2018
0,2,6,6,1,0,5,3,3,3,0,3,0,1,0,0,3,3,0,1,0,0,2,1,576,1,3,1,4,0,0,0,2,2,0,3,2,10,7377.5,1589,3,0,3,1,3,4,6,7,4,1,3,0,1,1,0,1,2018
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,0,0,0,578,0,0,0,0,2,4,0,2,2,5,2,0,5,8512.5,8512.5,2,0,1,0,3,0,0,0,0,0,3,1,0,0,2,0,2018
